city,priority,company,sector,fit_summary,contact_name,contact_title,email_status,contact_email,company_url,careers_url,current_opening_review,outreach_status,history_note,contact_source_url,verified_date
Stockholm,A,Alva Labs,HR technology,International HR SaaS with partnerships and employer-market expansion.,Oliver Vaage,Chief Revenue Officer,Email status previously researched in tracker,,https://www.alvalabs.io,https://careers.alvalabs.io,No suitable senior English-first role identified in the prior careers review.,Ready for speculative outreach,Retained existing target,https://www.alvalabs.io,2026-07-30
Stockholm,A,Scrive,Digital agreements,"International platform with strategic partnerships, regulated industries and market development.",Jonatan Runeberg Schultz,VP Sales & Partners,Email status previously researched in tracker,,https://www.scrive.com,https://careers.scrive.com,No suitable senior English-first role identified in the prior careers review.,Ready for speculative outreach,Retained existing target,https://www.scrive.com,2026-07-30
Stockholm,A,Stravito,Knowledge SaaS,International SaaS serving global consumer businesses; strong enterprise relationship fit.,Thor Olof Philogène,Founder & CEO,Email status previously researched in tracker,,https://www.stravito.com,https://careers.stravito.com,No suitable senior English-first role identified in the prior careers review.,Ready for speculative outreach,Retained existing target,https://www.stravito.com,2026-07-30
Stockholm,A,Hailey HR,HR SaaS,Internationally scaling HR platform with partner and market-expansion relevance.,Anders Ragnarsson,Chief Commercial Officer,Email status previously researched in tracker,,https://haileyhr.com,https://careers.haileyhr.com,No suitable senior English-first role identified in the prior careers review.,Ready for speculative outreach,Retained existing target,https://haileyhr.com,2026-07-30
Stockholm,B,Platform24,Digital healthcare platform,Partnership-led health platform with international expansion relevance.,David Jaraj,Head of Partnerships,Email status previously researched in tracker,,https://platform24.com,https://career.platform24.com,No suitable senior English-first role identified in the prior careers review.,Ready - conditional second wave,Retained existing target,https://platform24.com,2026-07-30
Stockholm,A,Insurely,Open insurance platform,Partnership-led fintech/insurtech platform expanding through banks and insurers.,Martin Gylfe,CEO & Co-founder,Email status previously researched in tracker,,https://insurely.com,https://careers.insurely.com,No suitable senior English-first role identified in the prior careers review.,Ready for speculative outreach,Retained existing target,https://insurely.com,2026-07-30
Stockholm,A,Tandem Health,AI healthcare,Rapid European expansion and a clear healthcare mission; strongest angle is international commercial development rather than clinical operations.,Oscar Boldt-Christmas,Chief Commercial Officer & Co-founder,Email needs sourcing,,https://tandemhealth.ai,https://careers.tandemhealth.ai,"Current openings are largely clinical, operational or specialist; no matching senior commercial role.",Ready for speculative outreach,"New from full 1,975-company review",https://tandemhealth.ai/about/our-story,2026-07-30
Stockholm,A,Froda,Embedded finance,International growth through embedded-finance and white-label partnerships rather than only direct lending sales.,Olle Lundin,CEO & Co-founder,Email needs sourcing,,https://www.froda.se/en,https://join.froda.se,Current roles reviewed; no matching senior partnerships role.,Ready for speculative outreach,"New from full 1,975-company review",https://join.froda.se/people/395928-olle-lundin,2026-07-30
Stockholm,A,Sitoo,Retail SaaS,Excellent crossover between premium retail experience and B2B SaaS; global unified-commerce platform.,Jens Levin,Co-founder & CEO,Email needs sourcing,,https://sitoo.com,https://careers.sitoo.com,Current advertised role is engineering-focused; no matching commercial vacancy.,Ready for speculative outreach,"New from full 1,975-company review",https://careers.sitoo.com/people/280496-jens-levin,2026-07-30
Stockholm,A,Natural Cycles,Digital health,International mission-driven consumer-health company operating across many markets.,Elina Berglund Scherwitzl,Co-founder & CEO,Email needs sourcing,,https://www.naturalcycles.com,https://careers.naturalcycles.com,No suitable senior commercial vacancy identified.,Ready for speculative outreach,"New from full 1,975-company review",https://www.naturalcycles.com/uk/about,2026-07-30
