source_region,source_row,company,domain,city,audit_status,reason,history_status,contact_name,contact_title,direct_email,last_verified,next_action
Gothenburg,166,Vy Buss AB,vy.se,Göteborg,NATIONAL / NORDIC ONLY,Swedish bus/public-transport operating company; domestic/Nordic operational remit rather than international new-business sales.,,,,,2026-09-17,No further action
Gothenburg,167,Head Energy Sweden AB,headenergyse.recman.no,Göteborg,IRRELEVANT / EXCLUDED,Engineering consultancy within a large Scandinavian technical-services group; specialist engineering and group-scale gates apply.,,,,,2026-09-17,No speculative outreach
Gothenburg,168,Uniwater Group,uniwater.se,Hisings Kärra,INTERNATIONAL - HOLD,"Group operates across the Nordics and Central Europe, but the offering is specialist water-treatment, flow-management and infrastructure-renewal solutions sold to municipalities and industrial clients.",No Gmail contact/application found after 2021 in current exact-name check; no canonical GitHub history found in current search,,,,2026-09-17,Hold unless a non-technical international commercial remit is verified
Gothenburg,169,APM Terminals Gothenburg,apmterminals.com,Arendal,IRRELEVANT / EXCLUDED,Local terminal within the very large global APM/Maersk ecosystem; ports/terminals specialist environment and large-corporate gate apply.,,,,,2026-09-17,No speculative outreach
Gothenburg,170,Ictech,ictech.se,Lindholmen,IRRELEVANT / EXCLUDED,Software/technology engineering consultancy focused on complex product development; specialist technical-domain mismatch.,,,,,2026-09-17,No speculative outreach
Gothenburg,171,OIO,oio.se,Gothenburg,NATIONAL / NORDIC ONLY,Swedish staffing and recruitment business; no wider international commercial remit verified.,,,,,2026-09-17,No further action
Gothenburg,172,Karriärföretagen,karriarforetagen.se,Göteborg,NATIONAL / NORDIC ONLY,Swedish employer-brand/career recognition service; domestic market focus with no wider international sales remit verified.,,,,,2026-09-17,No further action
Gothenburg,173,Västra Götalandsregionen Gothia Forum,gothiaforum.com,Göteborg,IRRELEVANT / EXCLUDED,Regional healthcare research-support organisation; public/healthcare specialist environment outside the target commercial profile.,,,,,2026-09-17,No further action
Gothenburg,174,Lilla Edets kommun,lillaedet.se,Lilla Edet,IRRELEVANT / EXCLUDED,Municipality; government entity outside the target commercial-company profile.,,,,,2026-09-17,No further action
Gothenburg,175,Ecoride e-bikes,ecoride.com,Göteborg,ALREADY HANDLED,E-bike company already contacted in the current search.,Speculative outreach sent 2026-08-03,Martin,,martin@ecoride.com,2026-09-17,Do not duplicate; retain history
Gothenburg,176,Nine Agency,nine.agency,Gothenburg,IRRELEVANT / EXCLUDED,Advertising/influencer-marketing agency; social-media/agency profile is outside Andrew's target company type.,,,,,2026-09-17,No speculative outreach
Gothenburg,177,Stena Oil,stenaoil.com,Gothenburg,IRRELEVANT / EXCLUDED,"Marine-fuel supplier inside the very large Stena Sphere; specialist bunker/fuel market and large-group gate apply, with no unusual autonomous international commercial remit verified.",No canonical GitHub history found in current search,,,,2026-09-17,No speculative outreach
Gothenburg,178,SEO DESIGN,seodesign.se,Göteborg,NATIONAL / NORDIC ONLY,Swedish SEO/digital-marketing agency; no genuine wider international commercial remit verified.,,,,,2026-09-17,No further action
Gothenburg,179,CHAMPS,chalmersprofessional.se,Göteborg,IRRELEVANT / EXCLUDED,Professional training/executive-education organisation rather than a target international full-cycle sales employer.,,,,,2026-09-17,No further action
Gothenburg,180,Ernst Rosén AB,ernstrosen.se,Gothenburg,NATIONAL / NORDIC ONLY,Gothenburg real-estate company; domestic property operation with no international sales remit.,,,,,2026-09-17,No further action
